Ano;Sigla da Unidade da Federação;Nome da Unidade da Federação;Nome do Município;Valor adicionado bruto da Agropecuária a preços correntes (R$ 1.000);Valor adicionado bruto da Indústria a preços correntes (R$ 1.000);Valor adicionado bruto dos Serviços a preços correntes (R$ 1.000);Valor adicionado bruto da Administração a preços correntes (R$ 1.000);Impostos, líquidos de subsídios, sobre produtos a preços correntes (R$ 1.000);Produto Interno Bruto per capita a preços correntes (R$ 1,00)
2010;TO;Tocantins;Divinópolis do Tocantins;10712;2804;13670;21305;2852;8069.06
2010;TO;Tocantins;Dois Irmãos do Tocantins;15544;1694;6251;21693;1413;6506.67
2010;TO;Tocantins;Dueré;30261;3003;5854;14861;1750;12144.03
2010;TO;Tocantins;Esperantina;4461;2224;6516;30857;907;4745.21
2010;TO;Tocantins;Fátima;3662;3112;9933;13652;3547;8910.92
2010;TO;Tocantins;Figueirópolis;16057;5510;22704;16984;8440;13051.43
2010;TO;Tocantins;Filadélfia;11580;7780;12093;25937;2297;7020.31
2010;TO;Tocantins;Formoso do Araguaia;68198;19430;51993;61680;13257;11643.06
2010;TO;Tocantins;Fortaleza do Tabocão;6513;3720;30875;9125;9020;24454.05
2010;TO;Tocantins;Goianorte;10492;1194;5870;14773;1334;6786.93
2010;TO;Tocantins;Goiatins;23691;3313;10849;37252;2100;6399.55
2010;TO;Tocantins;Guaraí;29174;29026;118633;73711;27183;11964.82
2010;TO;Tocantins;Gurupi;29511;307329;527002;226133;144398;16079.90
2010;TO;Tocantins;Ipueiras;5445;732;2191;6550;618;9478.67
2010;TO;Tocantins;Itacajá;12495;2503;9789;22556;2117;6962.15
2010;TO;Tocantins;Itaguatins;5914;1253;5080;20147;775;5501.50
2010;TO;Tocantins;Itapiratins;11126;1438;4168;12188;769;8400.98
2010;TO;Tocantins;Itaporã do Tocantins;9702;741;2742;8571;635;9180.19
2010;TO;Tocantins;Jaú do Tocantins;7695;1162;4280;12204;1537;7664.01
2010;TO;Tocantins;Juarina;3325;604;2478;7956;490;6657.66
2010;TO;Tocantins;Lagoa da Confusão;78124;19793;32058;31451;8794;16663.74
2010;TO;Tocantins;Lagoa do Tocantins;2050;942;2692;11538;523;5033.83
2010;TO;Tocantins;Lajeado;842;7000;6725;11984;2533;10488.29
2010;TO;Tocantins;Lavandeira;19215;1468;2949;5758;428;18577.84
2010;TO;Tocantins;Lizarda;2074;753;2462;12289;469;4836.79
2010;TO;Tocantins;Luzinópolis;4409;955;4566;9304;1100;7755.14
2010;TO;Tocantins;Marianópolis do Tocantins;10898;1352;5650;15041;1294;7866.56
2010;TO;Tocantins;Mateiros;30358;2752;6671;8744;869;22259.54
2010;TO;Tocantins;Maurilândia do Tocantins;2554;747;2380;10862;431;5374.81
2010;TO;Tocantins;Miracema do Tocantins;22740;230512;52347;68589;37729;19907.07
2010;TO;Tocantins;Miranorte;11328;14754;36705;37671;8865;8658.56
2010;TO;Tocantins;Monte do Carmo;23197;2547;6603;20774;1211;8088.61
2010;TO;Tocantins;Monte Santo do Tocantins;5372;770;1595;7381;349;7418.23
2010;TO;Tocantins;Palmeiras do Tocantins;8840;2563;4525;16373;12203;7745.15
2010;TO;Tocantins;Muricilândia;9153;1042;2922;10933;627;7828.95
2010;TO;Tocantins;Natividade;6999;9040;18661;27115;4494;7367.59
2010;TO;Tocantins;Nazaré;3610;1353;4579;13401;907;5437.87
2010;TO;Tocantins;Nova Olinda;14544;16456;58716;33158;23154;13665.26
2010;TO;Tocantins;Nova Rosalândia;3005;1029;4985;12917;938;6067.51
2010;TO;Tocantins;Novo Acordo;1991;1752;3935;12981;610;5653.80
2010;TO;Tocantins;Novo Alegre;2519;957;2800;8143;455;6506.88
2010;TO;Tocantins;Novo Jardim;31989;5243;6736;8680;1066;21861.82
2010;TO;Tocantins;Oliveira de Fátima;2309;512;1645;5315;1455;10857.54
2010;TO;Tocantins;Palmeirante;11309;1531;3563;15002;1539;6649.94
2010;TO;Tocantins;Palmeirópolis;10396;3947;18955;23229;3487;8173.98
2010;TO;Tocantins;Paraíso do Tocantins;15446;111374;223759;135249;84253;12830.39
2010;TO;Tocantins;Paranã;12407;139393;10441;32787;4240;19280.88
2010;TO;Tocantins;Pau D'Arco;10728;5504;5276;14723;969;8107.97
2010;TO;Tocantins;Pedro Afonso;43755;13710;61699;38994;17311;15202.57
2010;TO;Tocantins;Peixe;30465;328658;19007;36248;7514;40609.47
2010;TO;Tocantins;Pequizeiro;9683;1750;5063;17621;1042;6959.17
2010;TO;Tocantins;Colméia;10191;5822;20362;24336;5155;7652.68
2010;TO;Tocantins;Pindorama do Tocantins;5857;1153;4341;14474;1449;6053.13
2010;TO;Tocantins;Piraquê;10380;651;2130;9098;660;7849.24
2010;TO;Tocantins;Pium;22023;6603;7556;20675;1537;8720.87
2010;TO;Tocantins;Ponte Alta do Bom Jesus;3380;986;4132;13054;864;4928.67
2010;TO;Tocantins;Ponte Alta do Tocantins;7947;2497;7309;22438;1704;5834.93
2010;TO;Tocantins;Porto Alegre do Tocantins;1403;1259;2855;10050;494;5746.38
2010;TO;Tocantins;Porto Nacional;35286;101349;189930;151616;71935;11194.17
2010;TO;Tocantins;Praia Norte;2733;1508;5459;24826;831;4615.12
2010;TO;Tocantins;Presidente Kennedy;6570;4225;13016;12692;3616;10887.15
2010;TO;Tocantins;Pugmil;2580;12519;17134;9030;4425;19309.77
2010;TO;Tocantins;Recursolândia;3449;796;3019;13000;738;5573.74
2010;TO;Tocantins;Riachinho;3860;1000;3676;14365;1134;5745.83
2010;TO;Tocantins;Rio da Conceição;1979;831;1960;6812;266;6912.30
2010;TO;Tocantins;Rio dos Bois;7563;1767;4324;8878;3353;10071.58
2010;TO;Tocantins;Rio Sono;5903;1159;4512;19094;1166;5086.09
2010;TO;Tocantins;Sampaio;1491;843;3480;12804;441;4927.76
2010;TO;Tocantins;Sandolândia;14767;1126;4927;10771;1172;9850.62
2010;TO;Tocantins;Santa Fé do Araguaia;17376;3205;10125;21144;2913;8298.77
2010;TO;Tocantins;Santa Maria do Tocantins;3922;1009;3634;10475;706;6823.22
2010;TO;Tocantins;Santa Rita do Tocantins;10277;689;3407;7633;940;10782.86
2010;TO;Tocantins;Santa Rosa do Tocantins;12990;2745;8572;16073;2039;9286.18
2010;TO;Tocantins;Santa Tereza do Tocantins;2724;1023;2750;8977;1028;6540.62
2010;TO;Tocantins;Santa Terezinha do Tocantins;2494;700;2275;8835;399;5950.14
2010;TO;Tocantins;São Bento do Tocantins;3273;1168;3246;14270;751;4920.45
2010;TO;Tocantins;São Félix do Tocantins;3088;730;1432;5647;219;7693.18
2010;TO;Tocantins;São Miguel do Tocantins;3343;1981;6494;33040;873;4359.53
2010;TO;Tocantins;São Salvador do Tocantins;2502;12659;4980;10403;1102;10874.87
2010;TO;Tocantins;São Sebastião do Tocantins;2868;1262;3153;13666;473;5001.56
2010;TO;Tocantins;São Valério;9833;1775;8554;14651;1743;8338.59
2010;TO;Tocantins;Silvanópolis;13659;4096;10088;16276;2781;9248.67
2010;TO;Tocantins;Sítio Novo do Tocantins;5139;1225;9124;26520;1769;4785.33
2010;TO;Tocantins;Sucupira;9960;957;2501;6869;501;11953.72
2010;TO;Tocantins;Taguatinga;12958;11568;30888;48043;6893;7330.78
2010;TO;Tocantins;Taipas do Tocantins;1960;595;1868;7811;274;6430.97
2010;TO;Tocantins;Talismã;11773;1839;5758;10645;6590;14288.14
2010;TO;Tocantins;Palmas;19583;852193;1861944;827825;541408;17971.99
2010;TO;Tocantins;Tocantínia;1679;1665;5656;21021;1094;4715.83
2010;TO;Tocantins;Tocantinópolis;5009;10026;48420;65905;11182;6216.48
2010;TO;Tocantins;Tupirama;12140;1774;4367;6735;1055;16563.34
2010;TO;Tocantins;Tupiratins;7251;1291;3229;8570;835;10098.37
2010;TO;Tocantins;Wanderlândia;8087;10286;23722;32181;5947;7307.65
2010;TO;Tocantins;Xambioá;11684;129130;28964;34527;25887;20044.57
2010;MA;Maranhão;Açailândia;93558;213269;446503;151977;106730;9729.91
2010;MA;Maranhão;Afonso Cunha;2872;739;3435;9818;383;2895.18
2010;MA;Maranhão;Água Doce do Maranhão;5380;1445;7056;18329;735;2842.54
2010;MA;Maranhão;Alcântara;8582;5291;12063;31701;2263;2741.16
2010;MA;Maranhão;Aldeias Altas;16067;3983;15567;38319;3702;3241.38
2010;MA;Maranhão;Altamira do Maranhão;11818;893;4174;13108;457;2982.03
2010;MA;Maranhão;Alto Alegre do Maranhão;9460;4053;41839;35543;6211;3947.98
2010;MA;Maranhão;Alto Alegre do Pindaré;24776;3858;19480;47077;2571;3150.77
2010;MA;Maranhão;Alto Parnaíba;79625;6440;24123;17924;3090;12187.83
2010;MA;Maranhão;Amapá do Maranhão;5131;835;4167;11321;481;3410.74
2010;MA;Maranhão;Amarante do Maranhão;40214;4746;26177;55554;2854;3418.62
2010;MA;Maranhão;Anajatuba;24183;4428;14864;37406;1555;3259.09
2010;MA;Maranhão;Anapurus;19099;9042;18104;23397;3336;5241.48
2010;MA;Maranhão;Apicum-Açu;6043;1396;7049;23236;907;2582.37
2010;MA;Maranhão;Araguanã;9378;1152;5011;19942;501;2578.16
2010;MA;Maranhão;Araioses;32064;5861;33572;66796;3927;3338.50
2010;MA;Maranhão;Arame;33980;3877;19647;44681;2023;3301.07
2010;MA;Maranhão;Arari;30683;5078;27867;45213;3144;3932.46
2010;MA;Maranhão;Axixá;6211;1273;6388;17211;743;2785.64
2010;MA;Maranhão;Bacabal;43601;41205;329891;143600;48760;6073.00
2010;MA;Maranhão;Bacabeira;8314;80465;37106;26147;14480;11126.82
2010;MA;Maranhão;Bacuri;4282;1804;10244;26071;1004;2610.66
2010;MA;Maranhão;Bacurituba;2758;658;2960;8817;345;2929.48
2010;MA;Maranhão;Balsas;334695;98752;720675;144275;140413;17223.62
2010;MA;Maranhão;Barão de Grajaú;6175;3662;38587;24340;7883;4526.62
2010;MA;Maranhão;Barra do Corda;49222;15921;106590;124690;13368;3746.31
2010;MA;Maranhão;Barreirinhas;30697;10438;63632;85404;6534;3577.04
2010;MA;Maranhão;Belágua;4101;864;3519;11712;347;3147.31
2010;MA;Maranhão;Bela Vista do Maranhão;7933;1717;9865;20419;1252;3447.65
2010;MA;Maranhão;Benedito Leite;5002;1553;3478;8489;360;3449.83
2010;MA;Maranhão;Bequimão;9707;2304;12139;31023;1074;2765.49
2010;MA;Maranhão;Bernardo do Mearim;10921;862;4666;9218;523;4367.95
2010;MA;Maranhão;Boa Vista do Gurupi;3701;1134;9420;12281;1378;3511.62
2010;MA;Maranhão;Bom Jardim;52927;5943;34290;59701;3800;4007.38
2010;MA;Maranhão;Bom Jesus das Selvas;48460;4874;23351;43309;3553;4341.70
2010;MA;Maranhão;Bom Lugar;16598;1533;6777;20987;944;3159.92
2010;MA;Maranhão;Brejo;29403;13778;38523;48229;4567;4037.35
2010;MA;Maranhão;Brejo de Areia;13158;1429;5696;17938;422;3666.34
2010;MA;Maranhão;Buriti;25484;3745;17898;42294;1711;3370.00
2010;MA;Maranhão;Buriti Bravo;13081;3071;18752;33136;2019;3061.20
2010;MA;Maranhão;Buriticupu;49629;15549;75629;93339;10835;3755.90
2010;MA;Maranhão;Buritirana;13412;1613;7932;21313;701;3044.65
2010;MA;Maranhão;Cachoeira Grande;6386;1077;3888;13490;419;2992.14
2010;MA;Maranhão;Cajapió;4352;1063;4759;17143;641;2629.69
2010;MA;Maranhão;Cajari;13931;1496;7411;27649;746;2792.30
2010;MA;Maranhão;Campestre do Maranhão;14428;3710;14127;22092;2933;4285.32
2010;MA;Maranhão;Cândido Mendes;15533;2462;15030;26810;1801;3330.82
2010;MA;Maranhão;Cantanhede;9708;3905;13812;33659;1729;3070.46
2010;MA;Maranhão;Capinzal do Norte;15532;1755;10783;19717;1813;4636.42
2010;MA;Maranhão;Carolina;31214;10154;48463;36010;18440;6017.00
2010;MA;Maranhão;Carutapera;10346;3624;20286;38716;3094;3456.27
2010;MA;Maranhão;Caxias;33556;152317;472860;263407;102945;6604.85
2010;MA;Maranhão;Cedral;6050;1116;5987;15410;706;2841.59
2010;MA;Maranhão;Central do Maranhão;3238;863;3834;12651;562;2647.36
2010;MA;Maranhão;Centro do Guilherme;10673;1020;5683;16190;573;2727.42
2010;MA;Maranhão;Centro Novo do Maranhão;12033;10127;9245;29618;1384;3541.44
2010;MA;Maranhão;Chapadinha;30513;21609;135231;125171;18562;4518.04
2010;MA;Maranhão;Cidelândia;20715;6861;15858;21843;3240;5040.63
2010;MA;Maranhão;Codó;27724;154336;191606;176018;44224;5030.05
2010;MA;Maranhão;Coelho Neto;11025;18618;68035;76015;10635;3939.30
2010;MA;Maranhão;Colinas;26927;10152;53166;59535;5968;3976.50
2010;MA;Maranhão;Conceição do Lago-Açu;13225;1882;9315;26912;971;3625.27
2010;MA;Maranhão;Coroatá;24513;9555;71202;101177;6854;3459.72
2010;MA;Maranhão;Cururupu;15502;4361;32012;53686;3595;3348.96
2010;MA;Maranhão;Davinópolis;10351;11417;10628;20338;2322;4386.57
2010;MA;Maranhão;Dom Pedro;7297;23918;50284;34251;8685;5488.21
2010;MA;Maranhão;Duque Bacelar;3239;1731;5937;18965;565;2862.17
2010;MA;Maranhão;Esperantinópolis;12592;3344;19853;24803;2386;3412.33
2010;MA;Maranhão;Estreito;31084;205673;122144;53707;31143;12416.80
2010;MA;Maranhão;Feira Nova do Maranhão;12975;1119;4911;13327;444;4036.54
2010;MA;Maranhão;Fernando Falcão;7222;987;4245;15036;666;3067.01
2010;MA;Maranhão;Formosa da Serra Negra;27721;2697;13009;30109;1502;4220.37
2010;MA;Maranhão;Fortaleza dos Nogueiras;42063;5803;19895;17020;2489;7494.89
2010;MA;Maranhão;Fortuna;19302;2927;14305;22166;1373;3976.27
2010;MA;Maranhão;Godofredo Viana;5621;14544;8855;15834;821;4294.74
2010;MA;Maranhão;Gonçalves Dias;12176;2249;12390;25054;1119;3030.48
2010;MA;Maranhão;Governador Archer;6286;1233;7013;15033;643;2960.14
2010;MA;Maranhão;Governador Edison Lobão;6887;64978;37218;25002;7148;8885.35
2010;MA;Maranhão;Governador Eugênio Barros;11782;2187;12387;24712;1582;3294.13
2010;MA;Maranhão;Governador Luiz Rocha;6363;1308;4867;11668;448;3360.34
2010;MA;Maranhão;Governador Newton Bello;14479;1190;4309;14491;739;2953.24
2010;MA;Maranhão;Governador Nunes Freire;14057;6055;39329;41192;5907;4194.17
2010;MA;Maranhão;Graça Aranha;4825;1057;5444;9486;639;3493.75
2010;MA;Maranhão;Grajaú;68604;23790;112023;93580;15701;5067.57
2010;MA;Maranhão;Guimarães;8302;1497;7202;17806;955;2954.35
2010;MA;Maranhão;Humberto de Campos;8708;2423;15603;40067;2045;2628.03
2010;MA;Maranhão;Icatu;9141;2458;12065;39579;1251;2564.67
2010;MA;Maranhão;Igarapé do Meio;8097;31893;12126;23757;5269;6469.12
2010;MA;Maranhão;Igarapé Grande;8171;2207;11684;17285;1411;3689.55
2010;MA;Maranhão;Imperatriz;33572;387341;1798033;398301;318947;11860.87
2010;MA;Maranhão;Itaipava do Grajaú;17547;1919;7979;23591;662;3624.37
2010;MA;Maranhão;Itapecuru Mirim;31786;38893;106246;89596;19597;4605.67
2010;MA;Maranhão;Itinga do Maranhão;38086;8749;40209;43148;5856;5465.78
2010;MA;Maranhão;Jatobá;8576;1304;4883;14047;391;3424.98
2010;MA;Maranhão;Jenipapo dos Vieiras;15697;1640;6666;22702;826;3087.00
2010;MA;Maranhão;João Lisboa;17588;19292;27314;37322;3996;5177.00
2010;MA;Maranhão;Joselândia;16872;2216;12566;22444;1392;3594.57
2010;MA;Maranhão;Junco do Maranhão;6166;791;4860;8229;629;5143.17
2010;MA;Maranhão;Lago da Pedra;31164;8729;61734;66786;7308;3811.06
2010;MA;Maranhão;Lago do Junco;8718;1331;6425;16487;678;3133.30
2010;MA;Maranhão;Lago Verde;17221;1676;9685;19390;1245;3194.48
2010;MA;Maranhão;Lagoa do Mato;9912;2764;7405;15583;744;3323.70
2010;MA;Maranhão;Lago dos Rodrigues;13632;1335;7238;12536;657;4538.84
2010;MA;Maranhão;Lagoa Grande do Maranhão;13804;1844;7880;16444;672;3857.55
2010;MA;Maranhão;Lajeado Novo;10804;1172;5882;11937;884;4431.48
2010;MA;Maranhão;Lima Campos;9372;2113;9446;17425;900;3438.98
2010;MA;Maranhão;Loreto;49285;4094;14468;17752;1318;7641.77
2010;MA;Maranhão;Luís Domingues;4153;711;3838;10194;416;2966.45
2010;MA;Maranhão;Magalhães de Almeida;12707;2387;10406;24901;1529;2945.07
2010;MA;Maranhão;Maracaçumé;10150;11687;29810;27672;4315;4369.17
2010;MA;Maranhão;Marajá do Sena;16772;1212;3995;13524;194;4437.18
2010;MA;Maranhão;Maranhãozinho;13356;1424;7038;19899;944;3032.87
2010;MA;Maranhão;Mata Roma;15524;2968;15418;25401;1806;4041.31
2010;MA;Maranhão;Matinha;14823;3173;15053;34471;1981;3183.49
2010;MA;Maranhão;Matões;9328;5909;21602;49456;2421;2868.28
2010;MA;Maranhão;Matões do Norte;11851;1493;6704;21078;1073;3058.83
2010;MA;Maranhão;Milagres do Maranhão;12959;1205;4247;12040;343;3793.45
2010;MA;Maranhão;Mirador;30910;3377;17627;30116;1747;4099.79
2010;MA;Maranhão;Miranda do Norte;5373;114302;42931;37023;20371;9041.94
2010;MA;Maranhão;Mirinzal;3222;2408;12274;22034;1390;2907.74
2010;MA;Maranhão;Monção;30292;2930;15068;45017;1341;2981.22
2010;MA;Maranhão;Montes Altos;10326;1185;7022;13878;747;3518.49
2010;MA;Maranhão;Morros;3889;2208;16201;28364;2118;2964.38
2010;MA;Maranhão;Nina Rodrigues;5983;1269;5323;17546;727;2474.34
2010;MA;Maranhão;Nova Colinas;12772;1241;5095;8812;643;5847.04
2010;MA;Maranhão;Nova Iorque;4402;744;3055;8344;278;3657.23
2010;MA;Maranhão;Nova Olinda do Maranhão;17141;2839;16379;31429;1940;3645.92
2010;MA;Maranhão;Olho d'Água das Cunhãs;17256;2729;21893;27866;2859;3923.48
2010;MA;Maranhão;Olinda Nova do Maranhão;9038;1549;7075;20658;832;2983.69
2010;MA;Maranhão;Paço do Lumiar;21932;48301;153296;131987;22966;3608.68
2010;MA;Maranhão;Palmeirândia;13391;2315;11019;28125;1300;2992.11
2010;MA;Maranhão;Paraibano;13408;4894;20260;29662;2724;3529.03
2010;MA;Maranhão;Parnarama;24253;5008;25697;54778;3317;3266.18
2010;MA;Maranhão;Passagem Franca;16010;3653;17428;24706;2116;3636.37
2010;MA;Maranhão;Pastos Bons;17633;4350;20905;24852;3096;3918.11
2010;MA;Maranhão;Paulino Neves;7854;1530;6092;23912;769;2769.78
2010;MA;Maranhão;Paulo Ramos;22564;3273;21838;31134;2637;4054.64
2010;MA;Maranhão;Pedreiras;26844;15956;155076;54066;23136;6967.34
2010;MA;Maranhão;Pedro do Rosário;11864;2222;10229;36913;941;2735.01
2010;MA;Maranhão;Penalva;18665;3951;16947;54794;1714;2805.33
2010;MA;Maranhão;Peri Mirim;6713;1443;6955;19202;816;2544.29
2010;MA;Maranhão;Peritoró;5955;3971;26018;37188;3144;3762.24
2010;MA;Maranhão;Pindaré-Mirim;10817;6810;33942;53945;6116;3584.19
2010;MA;Maranhão;Pinheiro;27996;20001;237438;118402;43430;5723.39
2010;MA;Maranhão;Pio XII;11136;5004;23827;34581;3169;3529.98
2010;MA;Maranhão;Pirapemas;16477;2294;10206;26525;976;3253.69
2010;MA;Maranhão;Poção de Pedras;28517;3490;22724;33628;2546;4613.31
2010;MA;Maranhão;Porto Franco;19382;76154;69806;39318;20102;10451.13
2010;MA;Maranhão;Porto Rico do Maranhão;3892;864;4239;11133;462;3396.61
2010;MA;Maranhão;Presidente Dutra;21655;19842;150703;61769;25284;6244.61
2010;MA;Maranhão;Presidente Juscelino;13790;1913;6436;21363;590;3821.74
2010;MA;Maranhão;Presidente Médici;8069;938;5355;11388;662;4146.32
2010;MA;Maranhão;Presidente Sarney;25667;2783;10259;29356;1064;4032.47
2010;MA;Maranhão;Presidente Vargas;5716;1447;6029;18516;569;3008.50
2010;MA;Maranhão;Primeira Cruz;5390;1038;5028;20934;488;2365.98
2010;MA;Maranhão;Raposa;9560;8686;27939;37104;3863;3316.29
2010;MA;Maranhão;Riachão;63552;14053;31704;32040;6413;7308.45
2010;MA;Maranhão;Ribamar Fiquene;16199;1948;6834;11861;1038;5193.45
2010;MA;Maranhão;Rosário;8974;28169;57828;56859;7495;4025.19
2010;MA;Maranhão;Sambaíba;57130;11685;13942;9971;2813;17421.68
2010;MA;Maranhão;Santa Filomena do Maranhão;8057;1131;5247;10831;727;3680.19
2010;MA;Maranhão;Santa Helena;19090;3803;28498;58654;3242;2900.34
2010;MA;Maranhão;Santa Inês;12854;35902;437020;115292;69839;8581.36
2010;MA;Maranhão;Santa Luzia;96124;37767;83365;107630;11702;4850.53
2010;MA;Maranhão;Santa Luzia do Paruá;21570;7546;52896;35142;9602;5597.78
2010;MA;Maranhão;Santa Quitéria do Maranhão;18669;4060;19578;46581;3160;3155.36
2010;MA;Maranhão;Santa Rita;9057;14377;27476;45690;7405;3213.51
2010;MA;Maranhão;Santana do Maranhão;5821;1292;4538;16836;436;2480.33
2010;MA;Maranhão;Santo Amaro do Maranhão;3885;979;5576;20634;602;2291.88
2010;MA;Maranhão;Santo Antônio dos Lopes;17679;4033;21016;26777;3271;5093.52
2010;MA;Maranhão;São Benedito do Rio Preto;5828;2229;9750;28858;1177;2687.41
2010;MA;Maranhão;São Bento;8879;5137;39737;62855;5137;2990.02
2010;MA;Maranhão;São Bernardo;28339;5444;47420;36310;6966;4700.84
2010;MA;Maranhão;São Domingos do Azeitão;45117;6459;26814;10585;5297;13500.28
2010;MA;Maranhão;São Domingos do Maranhão;42913;7688;52147;54099;6639;4861.31
2010;MA;Maranhão;São Félix de Balsas;5428;1205;3064;8039;353;3858.71
2010;MA;Maranhão;São Francisco do Brejão;17447;1380;8248;15763;1114;4298.06
2010;MA;Maranhão;São Francisco do Maranhão;9568;1311;6017;14495;497;2621.75
2010;MA;Maranhão;São João Batista;8081;1439;9441;25172;918;2256.42
2010;MA;Maranhão;São João do Carú;16835;1857;8194;23295;920;4149.46
2010;MA;Maranhão;São João do Paraíso;21507;1773;9174;18635;1001;4812.92
2010;MA;Maranhão;São João do Soter;6204;1894;8003;28355;1024;2659.02
2010;MA;Maranhão;São João dos Patos;9861;9329;52277;37539;7416;4673.11
2010;MA;Maranhão;São José de Ribamar;18250;117822;337239;212307;67196;4620.61
2010;MA;Maranhão;São José dos Basílios;7529;1225;5487;12448;458;3621.50
2010;MA;Maranhão;São Luís;17679;3901623;8985524;1871630;3435031;17996.55
2010;MA;Maranhão;São Luís Gonzaga do Maranhão;28613;3083;17733;31050;1670;4075.65
2010;MA;Maranhão;São Mateus do Maranhão;21515;6321;44474;53368;5241;3347.53
2010;MA;Maranhão;São Pedro da Água Branca;6726;2509;15289;19425;3041;3907.77
2010;MA;Maranhão;São Pedro dos Crentes;12516;1118;5571;8505;683;6412.02
2010;MA;Maranhão;São Raimundo das Mangabeiras;104762;17389;56272;28777;13087;12602.18
2010;MA;Maranhão;São Raimundo do Doca Bezerra;6233;792;3345;10549;388;3498.66
2010;MA;Maranhão;São Roberto;5261;796;3836;10489;387;3486.39
2010;MA;Maranhão;São Vicente Ferrer;16108;2855;13500;34001;1409;3252.18
2010;MA;Maranhão;Satubinha;7019;833;4083;15912;553;2369.27
2010;MA;Maranhão;Senador Alexandre Costa;8998;1450;8092;14787;813;3329.83
2010;MA;Maranhão;Senador La Rocque;29684;3677;16802;36413;1555;4893.46
2010;MA;Maranhão;Serrano do Maranhão;5871;1148;4564;17182;498;2678.69
2010;MA;Maranhão;Sítio Novo;19237;2154;9519;29202;1262;3608.73
2010;MA;Maranhão;Sucupira do Norte;8958;1432;6239;15321;532;3114.05
2010;MA;Maranhão;Sucupira do Riachão;4874;787;3579;6807;488;3586.63
2010;MA;Maranhão;Tasso Fragoso;261665;37245;83122;16280;12818;52736.04
2010;MA;Maranhão;Timbiras;10268;2773;14986;40281;1338;2486.75
2010;MA;Maranhão;Timon;12509;144275;434685;295799;89885;6288.15
2010;MA;Maranhão;Trizidela do Vale;13981;5215;29509;30385;4763;4424.73
2010;MA;Maranhão;Tufilândia;6343;973;3943;10528;496;3973.90
2010;MA;Maranhão;Tuntum;37898;6434;34822;58845;3343;3600.42
2010;MA;Maranhão;Turiaçu;59083;7570;25716;55908;2678;4445.58
2010;MA;Maranhão;Turilândia;24234;2599;11920;33683;1341;3228.76
2010;MA;Maranhão;Tutóia;18124;6314;44293;81265;5121;2942.79
2010;MA;Maranhão;Urbano Santos;12281;4362;20765;36065;2643;3100.67
2010;MA;Maranhão;Vargem Grande;25785;9906;44208;73560;7181;3250.84
2010;MA;Maranhão;Viana;33158;13596;65404;62897;9347;3728.92
2010;MA;Maranhão;Vila Nova dos Martírios;14669;1626;7109;16761;1267;3680.28
